ISSN,"Abbreviated Journal Title",Rank,Field,Status
0006-2979,Biochemistry (New York),B1,INTERDISCIPLINAR,Atualizado
0005-2736,Biochimica et Biophysica Acta. Biomembranes,B1,ENGENHARIAS IV,Atualizado
1570-9639,Biochimica et Biophysica Acta. Proteins and Proteomics,B1,ENGENHARIAS IV,Atualizado
0300-9084,Biochimie (Paris. Print),B1,ENGENHARIAS IV,Atualizado
1572-9710,Biodiversity and Conservation (Dordrecht. Online),B1,INTERDISCIPLINAR,Atualizado
1613-9801,Biodiversity & Ecology,B1,INTERDISCIPLINAR,Atualizado
1567-5394,Bioelectrochemistry (Amsterdam),B1,ENGENHARIAS IV,Atualizado
0269-9702,Bioethics (Oxford. Print),B1,INTERDISCIPLINAR,Atualizado
1726-4189,Biogeosciences,B1,INTERDISCIPLINAR,Atualizado
0006-3088,Biologia (Bratislava),B1,ENGENHARIAS III,Atualizado
0006-3088,Biologia (Bratislava),B1,INTERDISCIPLINAR,Atualizado
1431-6730,Biological Chemistry (Print),B1,ENGENHARIAS IV,Atualizado
1049-9644,Biological Control (Print),B1,ENGENHARIAS IV,Atualizado
0340-1200,Biological Cybernetics,B1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
0340-1200,Biological Cybernetics,B1,ENGENHARIAS III,Atualizado
1387-3547,Biological Invasions,B1,ENGENHARIAS I,Atualizado
0918-6158,Biological & Pharmaceutical Bulletin,B1,INTERDISCIPLINAR,Atualizado
0716-9760,Biological Research (Print),B1,INTERDISCIPLINAR,Atualizado
0929-1016,Biological Rhythm Research,B1,INTERDISCIPLINAR,Atualizado
0929-1016,Biological Rhythm Research,B1,ENGENHARIAS III,Atualizado
1045-1056,Biologicals (London. Print),B1,ENGENHARIAS II,Atualizado
1045-1056,Biologicals (London. Print),B1,INTERDISCIPLINAR,Atualizado
0163-4984,Biological Trace Element Research,B1,ENGENHARIAS II,Atualizado
0163-4984,Biological Trace Element Research,B1,INTERDISCIPLINAR,Atualizado
0163-4984,Biological Trace Element Research,B1,ENGENHARIAS I,Atualizado
0860-021X,Biology of Sport,B1,INTERDISCIPLINAR,Atualizado
1752-0363,Biomarkers in Medicine (Print),B1,INTERDISCIPLINAR,Atualizado
1354-750X,Biomarkers (London. Print),B1,INTERDISCIPLINAR,Atualizado
0961-9534,Biomass & Bioenergy,B1,ENGENHARIAS IV,Atualizado
1475-925X,Biomedical Engineering Online (Online),B1,ENGENHARIAS III,Atualizado
2156-7085,Biomedical Optics Express,B1,INTERDISCIPLINAR,Atualizado
0388-6107,Biomedical Research (Tokyo),B1,ENGENHARIAS II,Atualizado
1746-8094,Biomedical Signal Processing and Control (Print),B1,ENGENHARIAS III,Atualizado
0753-3322,Biomedicine & Pharmacotherapy,B1,ENGENHARIAS III,Atualizado
0753-3322,Biomedicine & Pharmacotherapy,B1,ENGENHARIAS II,Atualizado
0753-3322,Biomedicine & Pharmacotherapy,B1,INTERDISCIPLINAR,Atualizado
0013-5585,Biomedizinische Technik (Berlin. Zeitschrift),B1,INTERDISCIPLINAR,Atualizado
0323-3847,Biometrical Journal (1977),B1,ENGENHARIAS III,Atualizado
0960-894X,Bioorganic & Medicinal Chemistry Letters (Print),B1,ENGENHARIAS IV,Atualizado
0968-0896,Bioorganic & Medicinal Chemistry (Print),B1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
0301-4622,Biophysical Chemistry (Print),B1,INTERDISCIPLINAR,Atualizado
0301-4622,Biophysical Chemistry (Print),B1,ENGENHARIAS II,Atualizado
0301-4622,Biophysical Chemistry (Print),B1,ENGENHARIAS IV,Atualizado
1615-7591,Bioprocess and Biosystems Engineering (Print),B1,ENGENHARIAS III,Atualizado
1615-7591,Bioprocess and Biosystems Engineering (Print),B1,ENGENHARIAS IV,Atualizado
1930-2126,"Bioresources (Raleigh, N.C)",B1,ENGENHARIAS II,Atualizado
1930-2126,"Bioresources (Raleigh, N.C)",B1,INTERDISCIPLINAR,Atualizado
0006-355X,Biorheology (Oxford),B1,INTERDISCIPLINAR,Atualizado
1981-3163,Bioscience Journal (Online),B1,INTERDISCIPLINAR,Atualizado
1981-3163,Bioscience Journal (Online),B1,ENGENHARIAS III,Atualizado
1875-1342,Biosemiotics,B1,INTERDISCIPLINAR,Atualizado
0303-2647,Biosystems (Amsterdam. Print),B1,ENGENHARIAS IV,Atualizado
0303-2647,Biosystems (Amsterdam. Print),B1,ENGENHARIAS III,Atualizado
1678-6424,Biota Neotropica (Edição em português. Impresso),B1,INTERDISCIPLINAR,Atualizado
1676-0603,Biota Neotropica (Edição em Português. Online),B1,INTERDISCIPLINAR,Atualizado
1676-0611,Biota Neotropica (Online. Edição em Inglês),B1,INTERDISCIPLINAR,Atualizado
1226-8372,Biotechnology and Bioprocess Engineering (Seoul. Print),B1,ENGENHARIAS II,Atualizado
1226-8372,Biotechnology and Bioprocess Engineering (Seoul. Print),B1,ENGENHARIAS III,Atualizado
0141-5492,Biotechnology Letters,B1,ENGENHARIAS III,Atualizado
0959-2709,Bird Conservation International,B1,INTERDISCIPLINAR,Atualizado
1542-0752,Birth Defects Research. Clinical and Molecular Teratology,B1,INTERDISCIPLINAR,Atualizado
0006-3835,BIT Numerical Mathematics,B1,CIÊNCIA DA COMPUTAÇÃO,Atualizado
1572-9125,BIT Numerical Mathematics (Dordrecht. Online),B1,CIÊNCIA DA COMPUTAÇÃO,Atualizado
1359-5237,Blood Pressure Monitoring,B1,ENGENHARIAS III,Atualizado
1359-5237,Blood Pressure Monitoring,B1,ENGENHARIAS IV,Atualizado
1471-2091,BMC Biochemistry (Online),B1,INTERDISCIPLINAR,Atualizado
1471-2105,BMC Bioinformatics,B1,ENGENHARIAS IV,Atualizado
0269-3879,BMC. Biomedical Chromatography,B1,ENGENHARIAS III,Atualizado
1471-2261,BMC Cardiovascular Disorders (Online),B1,INTERDISCIPLINAR,Atualizado
1472-6904,BMC Clinical Pharmacology (Online),B1,INTERDISCIPLINAR,Atualizado
1471-2296,BMC Family Practice,B1,INTERDISCIPLINAR,Atualizado
1471-230X,BMC Gastroenterology (Online),B1,INTERDISCIPLINAR,Atualizado
1471-2164,BMC Genomics,B1,CIÊNCIA DA COMPUTAÇÃO,Atualizado
1471-2164,BMC Genomics,B1,ENGENHARIAS IV,Atualizado
1472-6963,BMC Health Services Research (Online),B1,INTERDISCIPLINAR,Atualizado
1471-2350,BMC Medical Genetics (Online),B1,ENGENHARIAS IV,Atualizado
1755-8794,BMC Medical Genomics,B1,CIÊNCIA DA COMPUTAÇÃO,Atualizado
1472-6947,BMC Medical Informatics and Decision Making (Online),B1,INTERDISCIPLINAR,Atualizado
1471-2474,BMC Musculoskeletal Disorders (Online),B1,INTERDISCIPLINAR,Atualizado
1471-2202,BMC Neuroscience (Online),B1,ENGENHARIAS III,Atualizado
1472-6831,BMC Oral Health (Online),B1,INTERDISCIPLINAR,Atualizado
1471-2431,BMC Pediatrics (Online),B1,INTERDISCIPLINAR,Atualizado
1471-2466,BMC Pulmonary Medicine (Online),B1,INTERDISCIPLINAR,Atualizado
1756-0500,BMC Research Notes,B1,INTERDISCIPLINAR,Atualizado
1472-6807,BMC Structural Biology (Online),B1,INTERDISCIPLINAR,Atualizado
1471-2482,BMC Surgery (Online),B1,INTERDISCIPLINAR,Atualizado
1746-6148,BMC Veterinary Research,B1,INTERDISCIPLINAR,Atualizado
1472-6874,BMC Women'S Health (Online),B1,INTERDISCIPLINAR,Atualizado
0006-579X,Bois et Forêts des Tropiques,B1,INTERDISCIPLINAR,Atualizado
1980-4504,Boitatá,B1,INTERDISCIPLINAR,Atualizado
0102-5198,Boletim de Geografia (UEM),B1,INTERDISCIPLINAR,Atualizado
0046-9939,Boletim do Instituto de Pesca (Impresso),B1,ENGENHARIAS I,Atualizado
1678-2305,Boletim do Instituto de Pesca (Online),B1,ENGENHARIAS I,Atualizado
0103-4278,Boletim do Museu Paraense Emílio Goeldi. Série Ciências da Terra,B1,INTERDISCIPLINAR,Atualizado
0104-9739,Boletim GEPEM,B1,INTERDISCIPLINAR,Atualizado
0101-708X,Boletim Goiano de Geografia (Impresso),B1,INTERDISCIPLINAR,Atualizado
1984-8501,Boletim Goiano de Geografia (Online),B1,INTERDISCIPLINAR,Atualizado
0102-549X,Boletim Técnico do SENAC,B1,INTERDISCIPLINAR,Atualizado
0366-3175,Boletín de la Sociedad Española de Cerámica y Vidrio,B1,ENGENHARIAS III,Atualizado
0366-3175,Boletín de la Sociedad Española de Cerámica y Vidrio,B1,ENGENHARIAS I,Atualizado
0717-7917,Boletín Latinoamericano y del Caribe de Plantas Medicinales y Aromáticas,B1,INTERDISCIPLINAR,Atualizado
8756-3282,"Bone (New York, N.Y.)",B1,ENGENHARIAS IV,Atualizado
0304-8799,Bosque (Valdivia. Impresa),B1,ENGENHARIAS I,Atualizado
0006-8314,Boundary - Layer Meteorology,B1,ENGENHARIAS IV,Atualizado
1687-2762,Boundary Value Problems (Print),B1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
1687-2762,Boundary Value Problems (Print),B1,INTERDISCIPLINAR,Atualizado
0006-8705,"Bragantia (São Paulo, SP. Impresso)",B1,INTERDISCIPLINAR,Atualizado
0006-8977,"Brain, Behavior and Evolution",B1,INTERDISCIPLINAR,Atualizado
0387-7604,Brain & Development (Tokyo. 1979),B1,INTERDISCIPLINAR,Atualizado
0006-8993,Brain Research,B1,ENGENHARIAS IV,Atualizado
0361-9230,Brain Research Bulletin,B1,ENGENHARIAS IV,Atualizado
0896-0267,Brain Topography,B1,CIÊNCIA DA COMPUTAÇÃO,Atualizado
0103-751X,Brasil (Porto Alegre),B1,INTERDISCIPLINAR,Atualizado
1516-8913,Brazilian Archives of Biology and Technology (Impresso),B1,ENGENHARIAS I,Atualizado
1516-8913,Brazilian Archives of Biology and Technology (Impresso),B1,INTERDISCIPLINAR,Atualizado
1516-8913,Brazilian Archives of Biology and Technology (Impresso),B1,ENGENHARIAS III,Atualizado
0103-6440,Brazilian Dental Journal (Impresso),B1,INTERDISCIPLINAR,Atualizado
1808-4079,Brazilian Journalism Research (Impresso),B1,INTERDISCIPLINAR,Atualizado
1981-9854,Brazilian Journalism Research (Online),B1,INTERDISCIPLINAR,Atualizado
1519-6984,Brazilian Journal of Biology (Impresso),B1,ENGENHARIAS I,Atualizado
1519-6984,Brazilian Journal of Biology (Impresso),B1,ENGENHARIAS III,Atualizado
1678-4375,Brazilian Journal of Biology (Online),B1,INTERDISCIPLINAR,Atualizado
1806-9959,Brazilian Journal of Botany,B1,INTERDISCIPLINAR,Atualizado
0104-6632,Brazilian Journal of Chemical Engineering (Impresso),B1,ENGENHARIAS III,Atualizado
0104-6632,Brazilian Journal of Chemical Engineering (Impresso),B1,ENGENHARIAS I,Atualizado
1414-431X,Brazilian journal of medical and biological research,B1,ENGENHARIAS III,Atualizado
1678-4510,Brazilian Journal of Medical and Biological Research,B1,ENGENHARIAS III,Atualizado
0100-879X,Brazilian Journal of Medical and Biological Research (Impresso),B1,ENGENHARIAS III,Atualizado
0100-879X,Brazilian Journal of Medical and Biological Research (Impresso),B1,ENGENHARIAS II,Atualizado
1517-8382,Brazilian Journal of Microbiology (Impresso),B1,ENGENHARIAS I,Atualizado
1517-8382,Brazilian Journal of Microbiology (Impresso),B1,ENGENHARIAS III,Atualizado
1678-4405,Brazilian Journal of Microbiology (Online),B1,INTERDISCIPLINAR,Atualizado
1679-8759,Brazilian Journal of Oceanography (Impresso),B1,ENGENHARIAS III,Atualizado
1679-8759,Brazilian Journal of Oceanography (Impresso),B1,ENGENHARIAS I,Atualizado
1982-436X,Brazilian Journal of Oceanography (Online),B1,INTERDISCIPLINAR,Atualizado
1984-8250,Brazilian Journal of Pharmaceutical Sciences (Impresso),B1,ENGENHARIAS I,Atualizado
1984-8250,Brazilian Journal of Pharmaceutical Sciences (Impresso),B1,INTERDISCIPLINAR,Atualizado
1984-8250,Brazilian Journal of Pharmaceutical Sciences (Impresso),B1,ENGENHARIAS III,Atualizado
0103-9733,Brazilian Journal of Physics (Impresso),B1,ENGENHARIAS IV,Atualizado
0103-9733,Brazilian Journal of Physics (Impresso),B1,INTERDISCIPLINAR,Atualizado
0103-9733,Brazilian Journal of Physics (Impresso),B1,ENGENHARIAS III,Atualizado
1677-0420,Brazilian Journal of Plant Physiology (Impresso),B1,INTERDISCIPLINAR,Atualizado
0103-0752,Brazilian Journal of Probability and Statistics,B1,ENGENHARIAS III,Atualizado
0103-0752,Brazilian Journal of Probability and Statistics,B1,INTERDISCIPLINAR,Atualizado
1413-9596,Brazilian Journal of Veterinary Research and Animal Science (Impresso),B1,INTERDISCIPLINAR,Atualizado
1806-8324,Brazilian Oral Research (Impresso),B1,INTERDISCIPLINAR,Atualizado
1556-8253,Breastfeeding Medicine,B1,INTERDISCIPLINAR,Atualizado
0141-1926,British Educational Research Journal (Print),B1,INTERDISCIPLINAR,Atualizado
0007-070X,British Food Journal (1966),B1,ENGENHARIAS I,Atualizado
0007-070X,British Food Journal (1966),B1,ENGENHARIAS III,Atualizado
0007-0874,British Journal for the History of Science,B1,INTERDISCIPLINAR,Atualizado
0007-1145,British Journal of Nutrition,B1,ENGENHARIAS IV,Atualizado
0007-1285,British Journal of Radiology,B1,INTERDISCIPLINAR,Atualizado
0007-1285,British Journal of Radiology,B1,ENGENHARIAS II,Atualizado
0143-6244,Building Services Engineering Research & Technology,B1,ENGENHARIAS I,Atualizado
0143-6244,Building Services Engineering Research & Technology,B1,ENGENHARIAS III,Atualizado
1996-3599,Building Simulation (Print),B1,ENGENHARIAS III,Atualizado
0007-4853,Bulletin of Entomological Research,B1,INTERDISCIPLINAR,Atualizado
0007-4861,Bulletin of Environmental Contamination and Toxicology,B1,ENGENHARIAS II,Atualizado
1721-8861,Bulletin of Insectology,B1,INTERDISCIPLINAR,Atualizado
0007-4977,Bulletin of Marine Science,B1,INTERDISCIPLINAR,Atualizado
0092-8240,Bulletin of Mathematical Biology (Print),B1,ENGENHARIAS IV,Atualizado
0096-3402,Bulletin of the Atomic Scientists (Print),B1,INTERDISCIPLINAR,Atualizado
1370-1444,Bulletin of the Belgian Mathematical Society Simon Stevin,B1,ENGENHARIAS IV,Atualizado
0009-2673,Bulletin of the Chemical Society of Japan,B1,ENGENHARIAS II,Atualizado
0305-4179,Burns (Oxford),B1,INTERDISCIPLINAR,Atualizado
0305-4179,Burns (Oxford),B1,ENGENHARIAS II,Atualizado
0007-6791,Business History,B1,ENGENHARIAS III,Atualizado
1677-2334,Caderno Brasileiro de Ensino de Física,B1,INTERDISCIPLINAR,Atualizado
1983-8239,Caderno CRH (Online),B1,INTERDISCIPLINAR,Atualizado
1981-3082,Caderno Espaço Feminino (Online),B1,INTERDISCIPLINAR,Atualizado
1516-9286,Caderno Espaço Feminino (UFU),B1,INTERDISCIPLINAR,Atualizado
1413-4551,Caderno Prudentino de Geografia,B1,INTERDISCIPLINAR,Atualizado
1807-3859,Cadernos de História da Educação (UFU. Impresso),B1,INTERDISCIPLINAR,Atualizado
0101-3424,Cadernos de História e Filosofia da Ciência (UNICAMP),B1,INTERDISCIPLINAR,Atualizado
1413-053X,Cadernos de Letras da UFF,B1,INTERDISCIPLINAR,Atualizado
0104-9712,Cadernos de Linguagem e Sociedade,B1,INTERDISCIPLINAR,Atualizado
1984-8951,Cadernos de Pesquisa Interdisciplinar em Ciências Humanas (Online),B1,INTERDISCIPLINAR,Atualizado
0103-4251,Cadernos de Psicanalise,B1,INTERDISCIPLINAR,Atualizado
1413-6295,Cadernos de Psicanálise (Círculo Psicanalítico/RJ),B1,INTERDISCIPLINAR,Atualizado
1516-3717,Cadernos de Psicologia Social do Trabalho (USP),B1,INTERDISCIPLINAR,Atualizado
0102-311X,Cadernos de Saúde Pública (ENSP. Impresso),B1,ENGENHARIAS III,Atualizado
0104-4931,Cadernos de Terapia Ocupacional da UFSCar,B1,INTERDISCIPLINAR,Atualizado
1679-3951,Cadernos EBAPE.BR (FGV),B1,INTERDISCIPLINAR,Atualizado
1984-7661,Cadernos IPPUR/UFRJ,B1,INTERDISCIPLINAR,Atualizado
1517-2422,Cadernos Metrópole (PUCSP),B1,INTERDISCIPLINAR,Atualizado
1413-7755,Cadernos Nietzsche,B1,INTERDISCIPLINAR,Atualizado
1677-6976,Caderno Virtual de Turismo (UFRJ),B1,INTERDISCIPLINAR,Atualizado
0989-5191,Cahiers du Brésil Contemporain,B1,INTERDISCIPLINAR,Atualizado
0171-967X,Calcified Tissue International,B1,ENGENHARIAS IV,Atualizado
2177-6202,Calidoscopio (Online),B1,INTERDISCIPLINAR,Atualizado
1679-8740,Calidoscópio (UNISINOS),B1,INTERDISCIPLINAR,Atualizado
1676-3521,Calíope (UFRJ),B1,INTERDISCIPLINAR,Atualizado
0364-5916,Calphad (New York),B1,ENGENHARIAS II,Atualizado
1983-778X,Caminhos (Goiânia. Online),B1,INTERDISCIPLINAR,Atualizado
1809-6271,Campo - Território,B1,INTERDISCIPLINAR,Atualizado
1208-6010,Canadian Geotechnical Journal (Online),B1,ENGENHARIAS III,Atualizado
0008-3674,Canadian Geotechnical Journal (Print),B1,INTERDISCIPLINAR,Atualizado
0008-4034,Canadian Journal of Chemical Engineering,B1,ENGENHARIAS III,Atualizado
1480-3291,Canadian Journal of Chemistry,B1,ENGENHARIAS II,Atualizado
0008-4042,Canadian Journal of Chemistry (Print),B1,ENGENHARIAS II,Atualizado
0315-1468,Canadian Journal of Civil Engineering (Print),B1,ENGENHARIAS I,Atualizado
0315-1468,Canadian Journal of Civil Engineering (Print),B1,ENGENHARIAS III,Atualizado
0380-2361,Canadian Journal of Education,B1,INTERDISCIPLINAR,Atualizado
1480-3275,Canadian Journal of Microbiology (Online),B1,INTERDISCIPLINAR,Atualizado
0008-4166,Canadian Journal of Microbiology (Print),B1,INTERDISCIPLINAR,Atualizado
0008-4182,Canadian Journal of Ophthalmology,B1,INTERDISCIPLINAR,Atualizado
0008-4212,Canadian Journal of Physiology and Pharmacology (Print),B1,INTERDISCIPLINAR,Atualizado
0008-4220,Canadian Journal of Plant Science,B1,INTERDISCIPLINAR,Atualizado
1712-798X,Canadian Journal of Remote Sensing (Cd-Rom),B1,INTERDISCIPLINAR,Atualizado
0319-5724,Canadian Journal of Statistics,B1,ENGENHARIAS III,Atualizado
0319-5724,Canadian Journal of Statistics,B1,INTERDISCIPLINAR,Atualizado
0830-9000,Canadian Journal of Veterinary Research,B1,INTERDISCIPLINAR,Atualizado
0008-4301,Canadian Journal of Zoology (Print),B1,INTERDISCIPLINAR,Atualizado
0008-4395,Canadian Mathematical Bulletin,B1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
1496-4287,Canadian Mathematical BulletinBulletin canadien de mathématiques,B1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
0008-4476,Canadian Mineralogist,B1,ENGENHARIAS II,Atualizado
1084-9785,Cancer Biotherapy & Radiopharmaceuticals,B1,INTERDISCIPLINAR,Atualizado
1475-2867,Cancer Cell International (Online),B1,ENGENHARIAS III,Atualizado
1475-2867,Cancer Cell International (Online),B1,INTERDISCIPLINAR,Atualizado
0165-4608,Cancer Genetics and Cytogenetics,B1,INTERDISCIPLINAR,Atualizado
1109-6535,Cancer Genomics & Proteomics,B1,INTERDISCIPLINAR,Atualizado
1940-6207,Cancer Prevention Research (Philadelphia),B1,CIÊNCIA DA COMPUTAÇÃO,Atualizado
0008-543X,Cancer (Print),B1,CIÊNCIA DA COMPUTAÇÃO,Atualizado
0144-8617,Carbohydrate Polymers,B1,ENGENHARIAS IV,Atualizado
0008-6215,"Carbohydrate Research (Chicago, Ill.. Print)",B1,ENGENHARIAS II,Atualizado
0733-8651,Cardiology Clinics,B1,INTERDISCIPLINAR,Atualizado
1871-5257,Cardiovascular & Hematological Agents in Medicinal Chemistry,B1,INTERDISCIPLINAR,Atualizado
1421-976X,Caries Research (Online),B1,INTERDISCIPLINAR,Atualizado
0957-5243,CCC. Cancer Causes & Control,B1,INTERDISCIPLINAR,Atualizado
0923-2958,Celestial Mechanics & Dynamical Astronomy,B1,INTERDISCIPLINAR,Atualizado
1389-9333,Cell and Tissue Banking,B1,ENGENHARIAS III,Atualizado
0302-766X,Cell and Tissue Research (Print),B1,ENGENHARIAS III,Atualizado
1085-9195,Cell Biochemistry and Biophysics,B1,CIÊNCIA DA COMPUTAÇÃO,Atualizado
1085-9195,Cell Biochemistry and Biophysics,B1,ENGENHARIAS IV,Atualizado
0263-6484,Cell Biochemistry and Function,B1,INTERDISCIPLINAR,Atualizado
0742-2091,Cell Biology and Toxicology,B1,INTERDISCIPLINAR,Atualizado
1536-7509,Cell Biology Education,B1,INTERDISCIPLINAR,Atualizado
1065-6995,Cell Biology International (Print),B1,ENGENHARIAS III,Atualizado
1065-6995,Cell Biology International (Print),B1,INTERDISCIPLINAR,Atualizado
0143-4160,Cell Calcium (Edinburgh),B1,ENGENHARIAS III,Atualizado
0143-4160,Cell Calcium (Edinburgh),B1,ENGENHARIAS IV,Atualizado
1165-158X,Cellular and Molecular Biology (Online),B1,ENGENHARIAS III,Atualizado
1644-3624,Central European Journal of Chemistry,B1,ENGENHARIAS II,Atualizado
1895-1066,Central European Journal of Chemistry (Print),B1,ENGENHARIAS III,Atualizado
1895-1066,Central European Journal of Chemistry (Print),B1,ENGENHARIAS II,Atualizado
1435-246X,Central European Journal of Operations Research,B1,ENGENHARIAS III,Atualizado
0366-6913,Cerâmica (São Paulo. Impresso),B1,INTERDISCIPLINAR,Atualizado
0104-7760,CERNE (UFLA),B1,ENGENHARIAS I,Atualizado
0104-7760,CERNE (UFLA),B1,ENGENHARIAS III,Atualizado
0104-3927,Cerrados (UnB. Impresso),B1,INTERDISCIPLINAR,Atualizado
0173-9913,CFI. Ceramic Forum International,B1,ENGENHARIAS III,Atualizado
0960-0779,"Chaos, Solitons and Fractals",B1,ENGENHARIAS IV,Atualizado
0960-0779,"Chaos, Solitons and Fractals",B1,CIÊNCIA DA COMPUTAÇÃO,Atualizado
0960-0779,"Chaos, Solitons and Fractals",B1,ENGENHARIAS I,Atualizado
0960-0779,"Chaos, Solitons and Fractals",B1,ENGENHARIAS II,Atualizado
1054-1500,"Chaos (Woodbury, N.Y.)",B1,ENGENHARIAS II,Atualizado
1054-1500,"Chaos (Woodbury, N.Y.)",B1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
0145-8973,Chasqui,B1,INTERDISCIPLINAR,Atualizado
1071-8443,Chelonian Conservation and Biology,B1,INTERDISCIPLINAR,Atualizado
0009-2223,Chemia Analityczna,B1,INTERDISCIPLINAR,Atualizado
0352-9568,Chemical and Biochemical Engineering Quarterly,B1,ENGENHARIAS II,Atualizado
0352-9568,Chemical and Biochemical Engineering Quarterly,B1,ENGENHARIAS I,Atualizado
0009-2363,Chemical and Pharmaceutical Bulletin,B1,INTERDISCIPLINAR,Atualizado
0098-6445,Chemical Engineering Communications (Print),B1,ENGENHARIAS I,Atualizado
0009-2347,Chemical & Engineering News (Print),B1,ENGENHARIAS II,Atualizado
0009-2509,Chemical Engineering Science,B1,ENGENHARIAS IV,Atualizado
0366-6352,Chemical Papers (Print),B1,ENGENHARIAS II,Atualizado
0366-6352,Chemical Papers (Print),B1,INTERDISCIPLINAR,Atualizado
0009-2614,Chemical Physics Letters (Print),B1,ENGENHARIAS IV,Atualizado
